date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:36:48	526605/526605	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20Nov%202024%2009:51:02%20GMT	https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/en/home-1.html	(from )
15:36:49	196/196	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2024%20Nov%202024%2009:51:49%20GMT	https://rubiktheme.com/robots.txt		(from )
15:37:17	527053/527053	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20Nov%202024%2009:51:49%20GMT	https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html?rewrite=home&id=1&module=rbthemedream	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/en/home-1aa22.html	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:37:18	1095327/1095327	---MCZ	200	added ('OK')	text/css	date:Sat,%2015%20Jan%202022%2015:29:27%20GMT	https://rubiktheme.com/demo/rb_davici_demo/themes/rb_davici/assets/cache/theme-7a5c0939.css	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/themes/rb_davici/assets/cache/theme-7a5c0939.css	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:37:19	20190/20190	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Nov%202021%2010:03:58%20GMT	https://rubiktheme.com/demo/rb_davici_demo/modules/rbthememenu/views/img/upload/home-1-1.jpg	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/modules/rbthememenu/views/img/upload/home-1-1.jpg	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:37:19	23108/23108	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Nov%202021%2010:03:58%20GMT	https://rubiktheme.com/demo/rb_davici_demo/modules/rbthememenu/views/img/upload/home-2-1.jpg	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/modules/rbthememenu/views/img/upload/home-2-1.jpg	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:37:19	27306/27306	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Nov%202021%2010:03:58%20GMT	https://rubiktheme.com/demo/rb_davici_demo/modules/rbthememenu/views/img/upload/home-3-1.jpg	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/modules/rbthememenu/views/img/upload/home-3-1.jpg	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:37:19	25213/25213	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Nov%202021%2010:03:58%20GMT	https://rubiktheme.com/demo/rb_davici_demo/modules/rbthememenu/views/img/upload/home-4-1.jpg	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/modules/rbthememenu/views/img/upload/home-4-1.jpg	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:37:19	33029/33029	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Nov%202021%2010:03:58%20GMT	https://rubiktheme.com/demo/rb_davici_demo/modules/rbthememenu/views/img/upload/home-5.jpg	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/modules/rbthememenu/views/img/upload/home-5.jpg	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:37:20	33078/33078	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Nov%202021%2010:03:58%20GMT	https://rubiktheme.com/demo/rb_davici_demo/modules/rbthememenu/views/img/upload/f75009f296-home-6.jpg	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/modules/rbthememenu/views/img/upload/f75009f296-home-6.jpg	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:37:20	33681/33681	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Nov%202021%2010:03:58%20GMT	https://rubiktheme.com/demo/rb_davici_demo/modules/rbthememenu/views/img/upload/68_home-7.jpg	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/modules/rbthememenu/views/img/upload/68_home-7.jpg	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:37:20	28655/28655	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Nov%202021%2010:03:58%20GMT	https://rubiktheme.com/demo/rb_davici_demo/modules/rbthememenu/views/img/upload/home-8.jpg	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/modules/rbthememenu/views/img/upload/home-8.jpg	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:37:40	430690/430690	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20Nov%202024%2009:52:21%20GMT	https://rubiktheme.com/demo/rb_davici_demo/en/2-home	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/en/2-home.html	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:37:44	526698/526698	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20Nov%202024%2009:52:19%20GMT	https://rubiktheme.com/demo/rb_davici_demo/en/	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/en/index.html	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:37:53	294090/294090	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20Nov%202024%2009:52:40%20GMT	https://rubiktheme.com/demo/rb_davici_demo/en/5-bed-bath	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/en/5-bed-bath.html	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:38:22	287928/287928	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20Nov%202024%2009:52:54%20GMT	https://rubiktheme.com/demo/rb_davici_demo/en/13-coffee-tables	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/en/13-coffee-tables.html	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:39:01	278536/278536	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20Nov%202024%2009:53:23%20GMT	https://rubiktheme.com/demo/rb_davici_demo/en/4-outdoor	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/en/4-outdoor.html	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:40:02	247/247	---M--	504	error ('Gateway%20Timeout')	text/html	date:Sun,%2024%20Nov%202024%2009:54:02%20GMT	https://rubiktheme.com/demo/rb_davici_demo/en/14-side-tables	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/en/14-side-tables.f.delayed	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:40:52	258490/258490	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20Nov%202024%2009:55:03%20GMT	https://rubiktheme.com/demo/rb_davici_demo/en/12-storage	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/en/12-storage.html	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:41:53	247/247	---M--	504	error ('Gateway%20Timeout')	text/html	date:Sun,%2024%20Nov%202024%2009:55:53%20GMT	https://rubiktheme.com/demo/rb_davici_demo/en/6-accessories	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/en/6-accessories.11.delayed	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:42:34	296230/296230	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20Nov%202024%2009:56:55%20GMT	https://rubiktheme.com/demo/rb_davici_demo/en/15-bar-cabinets	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/en/15-bar-cabinets.html	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:43:19	289087/289087	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20Nov%202024%2009:57:35%20GMT	https://rubiktheme.com/demo/rb_davici_demo/en/7-table	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/en/7-table.html	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:43:26	338506/338506	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20Nov%202024%2009:58:20%20GMT	https://rubiktheme.com/demo/rb_davici_demo/en/8-wall-lamp	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/en/8-wall-lamp.html	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:43:28	278955/278955	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20Nov%202024%2009:58:27%20GMT	https://rubiktheme.com/demo/rb_davici_demo/en/9-art	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/en/9-art.html	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:43:30	303666/303666	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20Nov%202024%2009:58:29%20GMT	https://rubiktheme.com/demo/rb_davici_demo/en/10-decor-pillows	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/en/10-decor-pillows.html	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:43:32	354172/354172	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20Nov%202024%2009:58:31%20GMT	https://rubiktheme.com/demo/rb_davici_demo/en/3-furniture	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/en/3-furniture.html	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:43:33	305167/305167	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20Nov%202024%2009:58:32%20GMT	https://rubiktheme.com/demo/rb_davici_demo/en/11-lighting	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/en/11-lighting.html	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:43:33	43542/43542	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Nov%202021%2010:04:00%20GMT	https://rubiktheme.com/demo/rb_davici_demo/modules/rbthememenu/views/img/upload/img6-10.jpg	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/modules/rbthememenu/views/img/upload/img6-10.jpg	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:43:34	279142/279142	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20Nov%202024%2009:58:33%20GMT	https://rubiktheme.com/demo/rb_davici_demo/en/outdoor/1-1-design-living-room-sofa.html	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/en/outdoor/1-1-design-living-room-sofa.html	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:43:34	28777/28777	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Nov%202021%2010:04:28%20GMT	https://rubiktheme.com/demo/rb_davici_demo/24-home_default/design-living-room-sofa.jpg	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/24-home_default/design-living-room-sofa.jpg	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:43:35	0/0	---M--	200	added ('OK')	application/json	date:Sun,%2024%20Nov%202024%2009:58:35%20GMT	https://rubiktheme.com/demo/rb_davici_demo/en/module/productcomments/CommentGrade	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/en/module/productcomments/CommentGrade	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:43:36	279689/279689	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20Nov%202024%2009:58:36%20GMT	https://rubiktheme.com/demo/rb_davici_demo/en/outdoor/1-3-design-living-room-sofa.html	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/en/outdoor/1-3-design-living-room-sofa.html	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:43:37	279430/279430	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20Nov%202024%2009:58:37%20GMT	https://rubiktheme.com/demo/rb_davici_demo/en/outdoor/1-2-design-living-room-sofa.html	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/en/outdoor/1-2-design-living-room-sofa.html	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:43:38	285446/285446	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20Nov%202024%2009:58:38%20GMT	https://rubiktheme.com/demo/rb_davici_demo/en/bed-bath/2-9-armen-living-summer-chair.html	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/en/bed-bath/2-9-armen-living-summer-chair.html	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:43:38	26377/26377	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Nov%202021%2010:04:30%20GMT	https://rubiktheme.com/demo/rb_davici_demo/30-home_default/armen-living-summer-chair.jpg	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/30-home_default/armen-living-summer-chair.jpg	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
15:43:42	285396/285396	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20Nov%202024%2009:58:39%20GMT	https://rubiktheme.com/demo/rb_davici_demo/en/bed-bath/2-93-armen-living-summer-chair.html	C:/My%20Web%20Sites/Qand%20furniture/rubiktheme.com/demo/rb_davici_demo/en/bed-bath/2-93-armen-living-summer-chair.html	(from https://rubiktheme.com/demo/rb_davici_demo/en/home-1.html)
